GeneID	Length
LOC117816379	684
LOC117816380	1888
LOC117816384	7026
LOC117816385	1005
LOC117816389	678
LOC117816391	1345
LOC117816393	2172
LOC117816396	1642
LOC117816397	3259
LOC117816398	1014
LOC117816400	3104
LOC117816401	2260
LOC117816402	783
LOC117816406	2520
LOC117816408	1377
LOC117816409	1063
LOC117816410	590
LOC117816411	2912
LOC117816412	2073
LOC117816413	1200
LOC117816417	2177
LOC117816419	1654
LOC117816420	1095
LOC117816421	7676
LOC117816423	3054
LOC117816424	966
LOC117816427	2803
LOC117816430	1580
LOC117816431	601
LOC117816432	2278
LOC117816433	1428
LOC117816434	465
LOC117816435	266
LOC117816442	1462
LOC117816443	2120
LOC117816444	4936
LOC117816446	3181
LOC117816447	1439
LOC117816449	382
LOC117816450	1646
LOC117816451	1462
LOC117816453	699
LOC117816454	3623
LOC117816456	2673
LOC117816458	8482
LOC117816459	1754
LOC117816461	350
LOC117816464	489
LOC117816465	2069
LOC117816466	1083
LOC117816469	1308
LOC117816470	575
LOC117816473	1289
LOC117816474	1172
LOC117816475	1440
LOC117816478	2955
LOC117816479	1098
LOC117816481	829
LOC117816483	1617
LOC117816489	1782
LOC117816493	2583
LOC117816494	419
LOC117816496	4847
LOC117816497	2352
LOC117816501	1814
LOC117816502	2268
LOC117816503	1449
LOC117816507	985
LOC117816511	922
LOC117816512	642
LOC117816516	1188
LOC117816517	2569
LOC117816519	3333
LOC117816522	2904
LOC117816538	277
LOC117816539	483
LOC117816547	824
LOC117816549	586
LOC117816551	5483
LOC117816552	6823
LOC117816554	8970
LOC117816555	3618
LOC117816558	2247
LOC117816560	487
LOC117816561	781
LOC117816564	6244
LOC117816566	4914
LOC117816569	2131
LOC117816571	2568
LOC117816575	2106
LOC117816576	1561
LOC117816581	2584
LOC117816583	314
LOC117816585	4607
LOC117816589	4392
LOC117816594	2788
LOC117816595	321
LOC117816597	1898
LOC117816604	1790
LOC117816607	768
LOC117816609	2348
LOC117816610	3330
LOC117816618	2256
LOC117816620	473
LOC117816623	3860
LOC117816624	1121
LOC117816629	666
LOC117816630	2846
LOC117816631	2837
LOC117816632	2980
LOC117816634	2902
LOC117816636	2060
LOC117816637	828
LOC117816640	2955
LOC117816642	2702
LOC117816643	2661
LOC117816644	1416
LOC117816645	1768
LOC117816647	1315
LOC117816649	2680
LOC117816650	997
LOC117816651	555
LOC117816652	3383
LOC117816655	1765
LOC117816658	4205
LOC117816666	457
LOC117816668	2201
LOC117816669	3793
LOC117816671	5112
LOC117816675	628
LOC117816682	1307
LOC117816683	4825
LOC117816684	310
LOC117816686	8331
LOC117816687	3489
LOC117816688	1964
LOC117816690	1145
LOC117816691	2126
LOC117816697	216
LOC117816698	216
LOC117816699	216
LOC117816700	216
LOC117816701	216
LOC117816702	216
LOC117816703	216
LOC117816704	216
LOC117816705	90
LOC117816706	82
LOC117816707	9781
LOC117816708	90
LOC117816709	216
LOC117816710	130
LOC117816711	130
LOC117816712	216
LOC117816713	216
LOC117816714	216
LOC117816749	1983
LOC117816765	1998
LOC117816766	2020
LOC117816767	1294
LOC117816771	1272
LOC117816772	2124
LOC117816773	2686
LOC117816775	2050
LOC117816778	445
LOC117816779	2256
LOC117816780	412
LOC117816781	1694
LOC117816783	6064
LOC117816784	299
LOC117816788	2040
LOC117816789	1498
LOC117816791	188
LOC117816794	5642
LOC117816796	37824
LOC117816797	2021
LOC117816798	2445
LOC117816800	3459
LOC117816805	2037
LOC117816806	406
LOC117816810	406
LOC117816813	554
LOC117816814	5939
LOC117816816	4458
LOC117816818	1986
LOC117816819	2446
LOC117816821	7852
LOC117816823	2096
LOC117816824	1028
LOC117816825	3818
LOC117816826	998
LOC117816829	16299
LOC117816831	2093
LOC117816833	5427
LOC117816835	734
LOC117816838	362
LOC117816839	872
LOC117816840	2155
LOC117816841	3080
LOC117816842	3016
LOC117816844	1941
LOC117816850	1807
LOC117816852	716
LOC117816854	4961
LOC117816855	5710
LOC117816857	3935
LOC117816859	260
LOC117816860	7409
LOC117816862	403
LOC117816866	4831
LOC117816867	1371
LOC117816868	347
LOC117816869	3472
LOC117816870	5262
LOC117816871	894
LOC117816872	885
LOC117816873	602
LOC117816874	949
LOC117816875	949
LOC117816880	1988
LOC117816881	3792
LOC117816882	3037
LOC117816889	1518
LOC117816891	2908
LOC117816892	2337
LOC117816894	3808
LOC117816895	4499
LOC117816896	624
LOC117816898	1000
LOC117816899	3339
LOC117816900	1562
LOC117816901	2779
LOC117816903	1104
LOC117816905	5994
LOC117816906	3734
LOC117816909	2208
LOC117816910	1455
LOC117816913	2278
LOC117816914	1207
LOC117816916	1083
LOC117816919	1306
LOC117816921	1438
LOC117816923	2022
LOC117816926	195
LOC117816934	2488
LOC117816935	1733
LOC117816936	1836
LOC117816938	154
LOC117816939	1160
LOC117816940	481
LOC117816941	1975
LOC117816945	2278
LOC117816947	4265
LOC117816948	1539
LOC117816952	1945
LOC117816953	1500
LOC117816954	2505
LOC117816961	1431
LOC117816962	527
LOC117816963	4528
LOC117816964	3508
LOC117816965	2249
LOC117816973	870
LOC117816974	1265
LOC117816975	6864
LOC117816976	2272
LOC117816977	224
LOC117816981	6600
LOC117816984	919
LOC117816986	3355
LOC117816988	3382
LOC117816990	1763
LOC117816992	854
LOC117816997	1697
LOC117816998	636
LOC117817001	2069
LOC117817003	2357
LOC117817004	1057
LOC117817008	954
LOC117817010	2803
LOC117817011	702
LOC117817012	4222
LOC117817014	2930
LOC117817016	2947
LOC117817017	3065
LOC117817018	2636
LOC117817019	1891
LOC117817020	2556
LOC117817021	2551
LOC117817023	2078
LOC117817024	2296
LOC117817025	4392
LOC117817026	1865
LOC117817028	8001
LOC117817029	1373
LOC117817030	4824
LOC117817031	801
LOC117817032	405
LOC117817033	1258
LOC117817034	604
LOC117817037	1198
LOC117817038	2292
LOC117817039	1157
LOC117817041	7246
LOC117817046	7936
LOC117817047	686
LOC117817054	1201
LOC117817056	1988
LOC117817062	1694
LOC117817065	9396
LOC117817073	1279
LOC117817078	3624
LOC117817079	475
LOC117817081	2305
LOC117817082	2982
LOC117817085	1106
LOC117817089	1185
LOC117817090	727
LOC117817091	1212
LOC117817092	717
LOC117817093	877
LOC117817095	794
LOC117817096	794
LOC117817097	892
LOC117817099	609
LOC117817101	477
LOC117817102	743
LOC117817103	704
LOC117817104	481
LOC117817105	474
LOC117817106	479
LOC117817107	476
LOC117817108	619
LOC117817110	453
LOC117817111	480
LOC117817113	509
LOC117817114	622
LOC117817115	614
LOC117817116	830
LOC117817118	433
LOC117817119	481
LOC117817121	434
LOC117817122	955
LOC117817123	467
LOC117817124	439
LOC117817125	439
LOC117817126	368
LOC117817127	766
LOC117817129	413
LOC117817130	1884
LOC117817131	459
LOC117817132	962
LOC117817133	644
LOC117817135	520
LOC117817136	1031
LOC117817137	783
LOC117817138	242
LOC117817139	703
LOC117817140	929
LOC117817141	200
LOC117817143	1132
LOC117817144	403
LOC117817148	5015
LOC117817156	4739
LOC117817160	446
LOC117817165	1023
LOC117817168	3127
LOC117817172	2099
LOC117817176	1579
LOC117817186	1754
LOC117817188	1140
LOC117817190	395
LOC117817191	1536
LOC117817195	1903
LOC117817198	2036
LOC117817199	3559
LOC117817200	2516
LOC117817207	5513
LOC117817213	3716
LOC117817214	2903
LOC117817221	1352
LOC117817229	1006
LOC117817230	818
LOC117817231	538
LOC117817235	1142
LOC117817236	3010
LOC117817240	2094
LOC117817243	2962
LOC117817245	1055
LOC117817246	1039
LOC117817247	2822
LOC117817256	3329
LOC117817264	2227
LOC117817269	965
LOC117817275	2251
LOC117817277	1110
LOC117817278	2573
LOC117817280	3077
LOC117817290	1180
LOC117817291	4851
LOC117817292	4205
LOC117817294	2884
LOC117817295	1718
LOC117817296	2014
LOC117817297	2667
LOC117817298	2788
LOC117817299	2848
LOC117817301	2720
LOC117817302	2168
LOC117817304	2013
LOC117817313	1618
LOC117817314	962
LOC117817317	5784
LOC117817320	993
LOC117817321	4654
LOC117817322	3019
LOC117817324	941
LOC117817326	1844
LOC117817329	2235
LOC117817330	2549
LOC117817335	1509
LOC117817337	936
LOC117817338	845
LOC117817349	1818
LOC117817353	782
LOC117817356	763
LOC117817358	1596
LOC117817361	10219
LOC117817362	6853
LOC117817371	1981
LOC117817372	1089
LOC117817373	1253
LOC117817374	1433
LOC117817375	1820
LOC117817380	3655
LOC117817385	491
LOC117817387	3857
LOC117817389	1747
LOC117817390	341
LOC117817391	717
LOC117817393	725
LOC117817396	318
LOC117817403	2430
LOC117817407	3856
LOC117817409	1801
LOC117817410	1008
LOC117817411	839
LOC117817412	1399
LOC117817413	1048
LOC117817414	474
LOC117817415	474
LOC117817417	1070
LOC117817418	412
LOC117817419	1060
LOC117817420	450
LOC117817421	492
LOC117817422	453
LOC117817423	1806
LOC117817424	450
LOC117817425	446
LOC117817426	1804
LOC117817427	433
LOC117817428	427
LOC117817429	485
LOC117817430	512
LOC117817431	475
LOC117817432	426
LOC117817437	1610
LOC117817440	4203
LOC117817441	2072
LOC117817443	3099
LOC117817444	1731
LOC117817449	1859
LOC117817450	2058
LOC117817451	3818
LOC117817452	1066
LOC117817453	1764
LOC117817460	542
LOC117817461	1981
LOC117817462	2357
LOC117817463	566
LOC117817464	574
LOC117817465	369
LOC117817469	675
LOC117817472	5136
LOC117817478	2083
LOC117817480	5657
LOC117817481	1461
LOC117817482	4184
LOC117817485	821
LOC117817486	503
LOC117817487	1581
LOC117817488	1220
LOC117817492	2476
LOC117817493	9106
LOC117817495	1682
LOC117817498	2230
LOC117817499	2545
LOC117817501	622
LOC117817504	1210
LOC117817507	1568
LOC117817515	2550
LOC117817516	2475
LOC117817518	2478
LOC117817519	2502
LOC117817520	5658
LOC117817521	1107
LOC117817522	627
LOC117817523	2409
LOC117817524	2436
LOC117817525	2673
LOC117817526	2433
LOC117817527	4911
LOC117817530	1098
LOC117817531	2481
LOC117817532	1167
LOC117817533	1211
LOC117817534	1095
LOC117817536	1068
LOC117817537	2394
LOC117817538	2385
LOC117817539	2446
LOC117817540	918
LOC117817541	2394
LOC117817542	2370
LOC117817543	2394
LOC117817544	4975
LOC117817545	4624
LOC117817546	5904
LOC117817549	1069
LOC117817551	686
LOC117817552	3255
LOC117817553	176
LOC117817554	1448
LOC117817557	913
LOC117817560	1452
LOC117817561	708
LOC117817562	684
LOC117817563	1131
LOC117817565	2829
LOC117817566	1448
LOC117817567	1411
LOC117817568	1503
LOC117817569	1627
LOC117817571	948
LOC117817574	2433
LOC117817575	1416
LOC117817577	410
LOC117817578	2224
LOC117817579	2049
LOC117817580	3580
LOC117817581	1197
LOC117817583	4727
LOC117817584	593
LOC117817585	3013
LOC117817593	2165
LOC117817596	1557
LOC117817597	3038
LOC117817598	2320
LOC117817599	1131
LOC117817600	769
LOC117817601	1432
LOC117817603	2184
LOC117817605	638
LOC117817608	310
LOC117817609	1074
LOC117817610	1300
LOC117817611	2478
LOC117817612	2241
LOC117817613	2502
LOC117817614	2448
LOC117817618	2436
LOC117817620	9871
LOC117817621	2451
LOC117817622	2502
LOC117817623	532
LOC117817624	2433
LOC117817625	2569
LOC117817626	2403
LOC117817627	2400
LOC117817628	2418
LOC117817629	2409
LOC117817630	2112
LOC117817631	7203
LOC117817633	13134
LOC117817634	10997
LOC117817635	9567
LOC117817636	2394
LOC117817637	2985
LOC117817638	4723
LOC117817639	1297
LOC117817640	1830
LOC117817643	3553
LOC117817646	606
LOC117817647	950
LOC117817649	1125
LOC117817650	1531
LOC117817651	1357
LOC117817652	876
LOC117817657	1383
LOC117817658	822
LOC117817660	2696
LOC117817662	1179
LOC117817663	1326
LOC117817664	1254
LOC117817665	1661
LOC117817666	769
LOC117817667	1291
LOC117817669	2485
LOC117817670	1752
LOC117817671	2018
LOC117817672	245
LOC117817673	2644
LOC117817674	660
LOC117817675	7380
LOC117817676	1133
LOC117817679	4091
LOC117817680	1051
LOC117817681	253
LOC117817682	3888
LOC117817683	1061
LOC117817687	653
LOC117817690	1175
LOC117817691	593
LOC117817695	2067
LOC117817697	984
LOC117817698	1401
LOC117817699	1152
LOC117817702	404
LOC117817703	1262
LOC117817706	359
LOC117817709	543
LOC117817710	746
LOC117817711	2505
LOC117817713	9862
LOC117817714	3558
LOC117817716	580
LOC117817721	1148
LOC117817722	1301
LOC117817726	1139
LOC117817727	1035
LOC117817728	1566
LOC117817731	3478
LOC117817732	1451
LOC117817734	490
LOC117817735	2183
LOC117817737	1575
LOC117817741	1406
LOC117817742	2102
LOC117817750	1447
LOC117817752	1437
LOC117817753	1502
LOC117817754	2379
LOC117817756	753
LOC117817759	6490
LOC117817760	1665
LOC117817761	1143
LOC117817763	635
LOC117817764	2542
LOC117817765	4116
LOC117817766	1338
LOC117817768	4205
LOC117817769	1239
LOC117817771	1430
LOC117817773	3326
LOC117817776	1127
LOC117817777	1270
LOC117817780	468
LOC117817782	884
LOC117817783	249
LOC117817784	1773
LOC117817785	864
LOC117817787	2257
LOC117817788	1512
LOC117817789	604
LOC117817790	1231
LOC117817791	1104
LOC117817792	1001
LOC117817794	692
LOC117817795	710
LOC117817796	6401
LOC117817800	2100
LOC117817801	362
LOC117817802	1044
LOC117817806	727
LOC117817808	982
LOC117817809	1885
LOC117817810	6682
LOC117817811	478
LOC117817814	3632
LOC117817818	572
LOC117817819	199
LOC117817820	1634
LOC117817821	586
LOC117817823	1526
LOC117817826	616
LOC117817827	5096
LOC117817830	1797
LOC117817831	532
LOC117817833	1675
LOC117817835	1106
LOC117817840	4431
LOC117817844	4389
LOC117817845	1718
LOC117817846	1250
LOC117817848	2427
LOC117817852	270
LOC117817854	1491
LOC117817856	560
LOC117817857	4277
LOC117817858	663
LOC117817859	4820
LOC117817861	2552
LOC117817863	2441
LOC117817864	4310
LOC117817865	3051
LOC117817867	3509
LOC117817869	1273
LOC117817870	1638
LOC117817874	978
LOC117817875	684
LOC117817876	477
LOC117817877	1049
LOC117817880	797
LOC117817881	786
LOC117817882	809
LOC117817883	1650
LOC117817884	1902
LOC117817885	2451
LOC117817886	1662
LOC117817887	1673
LOC117817888	496
LOC117817889	1679
LOC117817890	637
LOC117817891	1046
LOC117817892	3976
LOC117817893	6619
LOC117817896	943
LOC117817897	1454
LOC117817898	618
LOC117817901	683
LOC117817903	2428
LOC117817904	2288
LOC117817905	1564
LOC117817912	222
LOC117817917	4646
LOC117817921	2016
LOC117817922	215
LOC117817923	494
LOC117817926	2159
LOC117817927	3150
LOC117817930	1491
LOC117817938	821
LOC117817940	718
LOC117817944	333
LOC117817945	1055
LOC117817949	3113
LOC117817953	799
LOC117817954	885
LOC117817957	1917
LOC117817958	1088
LOC117817961	926
LOC117817964	819
LOC117817970	3586
LOC117817973	2605
LOC117817981	1965
LOC117817982	2745
LOC117817983	2249
LOC117817984	1649
LOC117817985	942
LOC117817986	1321
LOC117817987	2908
LOC117817988	3144
LOC117817991	772
LOC117817992	472
LOC117817996	1309
LOC117817997	7918
LOC117817998	572
LOC117817999	242
LOC117818002	27414
LOC117818004	2563
LOC117818005	3520
LOC117818006	2459
LOC117818007	2470
LOC117818008	2555
LOC117818009	2525
LOC117818010	2430
LOC117818011	2555
LOC117818012	632
LOC117818013	2860
LOC117818014	2496
LOC117818015	2554
LOC117818016	2415
LOC117818017	2902
LOC117818018	2679
LOC117818019	3481
LOC117818021	2409
LOC117818022	2411
LOC117818024	543
LOC117818027	3123
LOC117818030	2105
LOC117818034	1700
LOC117818035	2340
LOC117818036	2019
LOC117818037	1430
LOC117818038	1130
LOC117818039	396
LOC117818040	1966
LOC117818041	1136
LOC117818042	2365
LOC117818043	404
LOC117818045	3178
LOC117818046	1371
LOC117818047	2345
LOC117818048	2111
LOC117818049	2047
LOC117818051	234
LOC117818054	1909
LOC117818055	1480
LOC117818056	1922
LOC117818057	563
LOC117818064	892
LOC117818069	255
LOC117818073	2640
LOC117818074	4687
LOC117818076	3683
LOC117818077	379
LOC117818078	1059
LOC117818081	516
LOC117818082	452
LOC117818083	280
LOC117818089	2289
LOC117818090	2685
LOC117818091	5040
LOC117818092	411
LOC117818093	2229
LOC117818094	1980
LOC117818100	2065
LOC117818103	817
LOC117818105	201
LOC117818106	3761
LOC117818108	732
LOC117818114	141
LOC117818115	141
LOC117818116	1544
LOC117818117	141
LOC117818118	141
LOC117818119	141
LOC117818120	141
LOC117818121	141
LOC117818122	141
LOC117818123	141
LOC117818124	141
LOC117818126	141
LOC117818127	141
LOC117818128	141
LOC117818129	203
LOC117818130	66
LOC117818131	137
LOC117818132	137
LOC117818133	137
LOC117818134	137
LOC117818135	148
LOC117818136	140
LOC117818138	141
LOC117818139	141
LOC117818173	1626
LOC117818190	1418
LOC117818206	1250
LOC117818237	3870
LOC117818238	2138
LOC117818240	3063
LOC117818241	3796
LOC117818243	1590
LOC117818247	3142
LOC117818249	1386
LOC117818253	595
LOC117818254	2828
LOC117818255	5827
LOC117818257	3046
LOC117818259	1742
LOC117818260	1437
LOC117818262	1760
LOC117818265	2761
LOC117818266	1711
LOC117818268	1440
LOC117818271	2717
LOC117818275	3266
LOC117818277	3576
LOC117818283	4388
LOC117818287	1447
LOC117818288	327
LOC117818294	2185
LOC117818298	2573
LOC117818303	1913
LOC117818304	1029
LOC117818317	3510
LOC117818319	793
LOC117818320	637
LOC117818321	1819
LOC117818322	2350
LOC117818323	1400
LOC117818329	2254
LOC117818330	3143
LOC117818334	1450
LOC117818335	963
LOC117818337	2350
LOC117818339	1023
LOC117818342	7543
LOC117818344	1377
LOC117818345	276
LOC117818346	3047
LOC117818348	2696
LOC117818349	5939
LOC117818351	1928
LOC117818352	167
LOC117818353	5218
LOC117818355	15931
LOC117818356	2874
LOC117818357	524
LOC117818358	1605
LOC117818360	2289
LOC117818367	4579
LOC117818368	6773
LOC117818371	2145
LOC117818372	1413
LOC117818373	1858
LOC117818374	7099
LOC117818376	4238
LOC117818377	3524
LOC117818378	3533
LOC117818379	2539
LOC117818380	1476
LOC117818381	230
LOC117818382	1499
LOC117818383	2019
LOC117818384	1944
LOC117818386	907
LOC117818389	6016
LOC117818391	8832
LOC117818392	807
LOC117818394	448
LOC117818395	3326
LOC117818396	551
LOC117818397	4329
LOC117818400	3539
LOC117818401	1404
LOC117818402	3026
LOC117818404	1403
LOC117818406	2003
LOC117818411	1423
LOC117818412	1775
LOC117818413	3140
LOC117818414	1176
LOC117818415	2025
LOC117818416	609
LOC117818417	4221
LOC117818421	5892
LOC117818423	4303
LOC117818424	3393
LOC117818427	4455
LOC117818428	5909
LOC117818430	736
LOC117818432	3964
LOC117818436	2865
LOC117818441	233
LOC117818443	1915
LOC117818447	1014
LOC117818451	853
LOC117818452	1424
LOC117818455	922
LOC117818456	4458
LOC117818458	2774
LOC117818468	634
LOC117818469	3637
LOC117818470	2591
LOC117818473	4899
LOC117818478	344
LOC117818480	1834
LOC117818481	1073
LOC117818483	1796
LOC117818485	1583
LOC117818497	5303
LOC117818504	845
LOC117818514	821
LOC117818516	412
LOC117818521	4772
LOC117818522	2339
LOC117818524	759
LOC117818527	1034
LOC117818532	2964
LOC117818536	1044
LOC117818538	1265
LOC117818541	2291
LOC117818542	1534
LOC117818543	2550
LOC117818544	7282
LOC117818548	1840
LOC117818549	1049
LOC117818550	2466
LOC117818552	3166
LOC117818553	1655
LOC117818554	1815
LOC117818557	628
LOC117818560	703
LOC117818562	5164
LOC117818563	1339
LOC117818564	1020
LOC117818565	2223
LOC117818566	2245
LOC117818567	2841
LOC117818568	2012
LOC117818569	867
LOC117818571	1366
LOC117818572	6934
LOC117818575	2078
LOC117818579	1764
LOC117818585	1326
LOC117818589	3492
LOC117818590	7863
LOC117818593	928
LOC117818594	4559
LOC117818595	3881
LOC117818596	3367
LOC117818601	3662
LOC117818603	2002
LOC117818605	1528
LOC117818606	2630
LOC117818607	2037
LOC117818608	1500
LOC117818609	3901
LOC117818610	3504
LOC117818614	978
LOC117818615	958
LOC117818617	816
LOC117818618	9312
LOC117818619	6767
LOC117818621	500
LOC117818624	4274
LOC117818625	3356
LOC117818626	3848
LOC117818627	3723
LOC117818628	3663
LOC117818630	1478
LOC117818631	1293
LOC117818632	931
LOC117818634	866
LOC117818635	3272
LOC117818636	1296
LOC117818637	1209
LOC117818638	3705
LOC117818640	1263
LOC117818643	2333
LOC117818646	1915
LOC117818647	4995
LOC117818650	5688
LOC117818654	8835
LOC117818660	1500
LOC117818662	4532
LOC117818664	1445
LOC117818672	356
LOC117818677	2215
LOC117818681	3946
LOC117818684	6405
LOC117818685	1183
LOC117818686	4095
LOC117818689	1775
LOC117818690	2732
LOC117818693	1563
LOC117818694	1376
LOC117818695	1259
LOC117818699	556
LOC117818700	1083
LOC117818701	2692
LOC117818703	1903
LOC117818704	1057
LOC117818705	5034
LOC117818706	798
LOC117818708	585
LOC117818710	5203
LOC117818712	1079
LOC117818715	3603
LOC117818719	4823
LOC117818720	2130
LOC117818721	1974
LOC117818724	967
LOC117818730	3111
LOC117818732	6443
LOC117818734	638
LOC117818737	1629
LOC117818739	1483
LOC117818745	1551
LOC117818746	1408
LOC117818756	7723
LOC117818757	1053
LOC117818761	1318
LOC117818763	1553
LOC117818767	9264
LOC117818773	2328
LOC117818779	1787
LOC117818780	1003
LOC117818781	494
LOC117818784	2148
LOC117818786	1101
LOC117818788	404
LOC117818789	1981
LOC117818797	586
LOC117818798	843
LOC117818810	2574
LOC117818813	1090
LOC117818814	3361
LOC117818816	1859
LOC117818817	939
LOC117818819	3604
LOC117818820	2637
LOC117818829	3190
LOC117818832	2361
LOC117818844	1152
LOC117818845	2149
LOC117818846	1210
LOC117818850	1625
LOC117818852	1367
LOC117818855	4378
LOC117818863	1075
LOC117818866	4066
LOC117818868	770
LOC117818872	993
LOC117818873	529
LOC117818875	1041
LOC117818878	936
LOC117818879	3773
LOC117818880	1053
LOC117818884	1192
LOC117818886	1764
LOC117818891	915
LOC117818897	3089
LOC117818906	6928
LOC117818910	7804
LOC117818917	6890
LOC117818918	591
LOC117818919	415
LOC117818921	1238
LOC117818923	1595
LOC117818926	1026
LOC117818929	1813
LOC117818931	4811
LOC117818936	7395
LOC117818940	1099
LOC117818941	5824
LOC117818944	1334
LOC117818951	698
LOC117818953	1167
LOC117818961	610
LOC117818963	1564
LOC117818964	415
LOC117818966	2296
LOC117818967	1336
LOC117818973	5180
LOC117818976	1643
LOC117818981	2570
LOC117818984	1774
LOC117818985	636
LOC117818988	2202
LOC117818989	1946
LOC117818991	5405
LOC117818992	1467
LOC117818993	427
LOC117818994	847
LOC117818995	1103
LOC117819000	4505
LOC117819002	1661
LOC117819008	1394
LOC117819013	1719
LOC117819014	1872
LOC117819015	1757
LOC117819016	3140
LOC117819022	3053
LOC117819023	422
LOC117819024	864
LOC117819028	1641
LOC117819030	4698
LOC117819033	2193
LOC117819034	4036
LOC117819035	509
LOC117819036	2275
LOC117819037	2106
LOC117819038	3471
LOC117819039	1486
LOC117819041	3057
LOC117819042	3281
LOC117819043	1617
LOC117819044	2420
LOC117819049	1815
LOC117819050	7275
LOC117819051	2711
LOC117819052	1935
LOC117819053	1746
LOC117819054	1993
LOC117819055	3182
LOC117819056	1480
LOC117819057	2468
LOC117819058	2094
LOC117819061	840
LOC117819062	3051
LOC117819063	1262
LOC117819066	5641
LOC117819067	3058
LOC117819068	3498
LOC117819069	7355
LOC117819070	11434
LOC117819072	4284
LOC117819073	3451
LOC117819074	3112
LOC117819075	4303
LOC117819076	3618
LOC117819077	1936
LOC117819078	2363
LOC117819079	1681
LOC117819080	1186
LOC117819081	757
LOC117819082	1039
LOC117819083	250
LOC117819084	1119
LOC117819085	2320
LOC117819086	217
LOC117819087	594
LOC117819088	2000
LOC117819090	995
LOC117819101	1745
LOC117819102	1847
LOC117819103	1748
LOC117819112	2442
LOC117819116	2170
LOC117819117	5552
LOC117819118	994
LOC117819119	1147
LOC117819120	442
LOC117819122	1665
LOC117819123	3784
LOC117819124	1452
LOC117819128	2342
LOC117819135	1936
LOC117819136	2306
LOC117819138	738
LOC117819139	1645
LOC117819140	2335
LOC117819143	695
LOC117819144	1078
LOC117819146	678
LOC117819149	1797
LOC117819150	729
LOC117819151	261
LOC117819153	761
LOC117819155	315
LOC117819157	2113
LOC117819160	1305
LOC117819167	2643
LOC117819169	1120
LOC117819177	1759
LOC117819178	963
LOC117819180	805
LOC117819183	1930
LOC117819186	1360
LOC117819187	4174
LOC117819188	3113
LOC117819189	1243
LOC117819190	1376
LOC117819191	677
LOC117819192	739
LOC117819193	2385
LOC117819195	1271
LOC117819197	368
LOC117819202	1580
LOC117819203	1114
LOC117819204	972
LOC117819205	1224
LOC117819208	1956
LOC117819210	5017
LOC117819211	2201
LOC117819213	552
LOC117819216	2184
LOC117819218	1476
LOC117819219	1429
LOC117819221	1293
LOC117819222	3629
LOC117819223	1612
LOC117819225	1341
LOC117819230	1652
LOC117819231	2793
LOC117819232	1609
LOC117819234	1882
LOC117819237	2568
LOC117819238	4949
LOC117819240	273
LOC117819243	1065
LOC117819244	1548
LOC117819245	926
LOC117819248	1285
LOC117819254	2515
LOC117819255	1407
LOC117819256	1563
LOC117819257	220
LOC117819259	343
LOC117819261	2564
LOC117819262	1298
LOC117819263	296
LOC117819265	739
LOC117819272	1747
LOC117819278	2646
LOC117819279	1583
LOC117819281	1276
LOC117819282	3911
LOC117819283	3952
LOC117819284	567
LOC117819286	2397
LOC117819290	1157
LOC117819291	1369
LOC117819294	3100
LOC117819296	920
LOC117819298	1187
LOC117819299	796
LOC117819304	716
LOC117819307	164
LOC117819308	389
LOC117819309	4609
LOC117819315	3411
LOC117819317	1425
LOC117819318	1914
LOC117819322	1292
LOC117819324	391
LOC117819328	948
LOC117819331	2563
LOC117819332	1761
LOC117819334	920
LOC117819336	562
LOC117819337	1724
LOC117819338	1307
LOC117819347	2989
LOC117819349	7229
LOC117819350	1545
LOC117819353	603
LOC117819354	1204
LOC117819362	414
LOC117819363	303
LOC117819364	791
LOC117819365	162
LOC117819370	637
LOC117819371	543
LOC117819372	2197
LOC117819373	4284
LOC117819375	970
LOC117819377	3636
LOC117819382	4127
LOC117819383	2000
LOC117819385	1284
LOC117819386	2005
LOC117819388	884
LOC117819397	4272
LOC117819403	363
LOC117819410	2265
LOC117819412	2355
LOC117819417	1967
LOC117819421	1208
LOC117819435	4968
LOC117819436	3686
LOC117819437	1338
LOC117819441	1388
LOC117819442	9655
LOC117819451	3813
LOC117819459	616
LOC117819461	6080
LOC117819464	816
LOC117819465	734
LOC117819468	299
LOC117819470	1390
LOC117819471	320
LOC117819472	2417
LOC117819474	4779
LOC117819477	2777
LOC117819479	11031
LOC117819480	2796
LOC117819481	2371
LOC117819482	2408
LOC117819483	3790
LOC117819490	3300
LOC117819492	2306
LOC117819493	3606
LOC117819494	743
LOC117819496	1591
LOC117819498	5606
LOC117819500	12717
LOC117819509	1636
LOC117819520	2026
LOC117819521	767
LOC117819524	601
LOC117819527	860
LOC117819529	1611
LOC117819530	1239
LOC117819532	285
LOC117819538	3269
LOC117819539	4546
LOC117819541	1011
LOC117819545	6076
LOC117819551	1023
LOC117819554	637
LOC117819555	3531
LOC117819564	505
LOC117819566	796
LOC117819568	559
LOC117819573	8300
LOC117819581	749
LOC117819584	3286
LOC117819585	6491
LOC117819586	229
LOC117819588	5555
LOC117819589	5911
LOC117819591	2241
LOC117819593	2214
LOC117819594	3058
LOC117819595	3200
LOC117819599	1815
LOC117819601	2636
LOC117819602	1267
LOC117819604	5545
LOC117819605	7092
LOC117819606	6255
LOC117819607	386
LOC117819608	2845
LOC117819610	1689
LOC117819612	5124
LOC117819620	4718
LOC117819624	2307
LOC117819625	2614
LOC117819629	288
LOC117819630	599
LOC117819631	1757
LOC117819633	5465
LOC117819634	1545
LOC117819635	4549
LOC117819637	119
